quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio,cd_ratio,cd_ratio_category,deposits_per_branch_crore,credit_per_branch_crore
FY2018-Q1,Western,Maharashtra,Aurangabad,Public Sector Banks,Semi-Urban,Commercial Branches,8,1504.37,1148.67,76.36,76.36,Optimal Deployment,188.05,143.58
FY2018-Q1,Western,Maharashtra,Aurangabad,Public Sector Banks,Semi-Urban,Specialized Credit Cells,9,673.55,489.8,72.72,72.72,Moderate Deployment,74.84,54.42
FY2018-Q1,Western,Maharashtra,Aurangabad,Public Sector Banks,Urban,Commercial Branches,28,1515.37,1288.43,85.02,85.02,Strained (High Credit Deployment),54.12,46.02
FY2018-Q1,Western,Maharashtra,Aurangabad,Public Sector Banks,Urban,Specialized Credit Cells,26,2307.93,1466.91,63.56,63.56,Moderate Deployment,88.77,56.42
FY2018-Q1,Western,Maharashtra,Aurangabad,Public Sector Banks,Metropolitan,Commercial Branches,36,1854.89,1619.93,87.33,87.33,Strained (High Credit Deployment),51.52,45.0
FY2018-Q1,Western,Maharashtra,Aurangabad,Public Sector Banks,Metropolitan,Specialized Credit Cells,58,4385.53,4369.27,99.63,99.63,Strained (High Credit Deployment),75.61,75.33
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Rural,Commercial Branches,3,249.65,197.06,78.94,78.93,Optimal Deployment,83.22,65.69
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Rural,Specialized Credit Cells,5,276.93,204.24,73.75,73.75,Moderate Deployment,55.39,40.85
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Semi-Urban,Commercial Branches,14,431.68,344.03,79.7,79.7,Optimal Deployment,30.83,24.57
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8,728.88,499.23,68.49,68.49,Moderate Deployment,91.11,62.4
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Urban,Commercial Branches,19,1099.2,904.58,82.29,82.29,Optimal Deployment,57.85,47.61
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Urban,Specialized Credit Cells,15,662.48,527.57,79.64,79.64,Optimal Deployment,44.17,35.17
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Metropolitan,Commercial Branches,46,901.21,920.85,102.18,102.18,Strained (High Credit Deployment),19.59,20.02
FY2018-Q1,Western,Maharashtra,Aurangabad,Private Sector Banks,Metropolitan,Specialized Credit Cells,54,2667.48,2630.66,98.62,98.62,Strained (High Credit Deployment),49.4,48.72
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Rural,Commercial Branches,1,6.87,4.52,65.74,65.79,Moderate Deployment,6.87,4.52
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Rural,Specialized Credit Cells,1,6.59,4.94,74.9,74.96,Moderate Deployment,6.59,4.94
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Semi-Urban,Commercial Branches,1,14.61,10.25,70.13,70.16,Moderate Deployment,14.61,10.25
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,18.28,14.41,78.84,78.83,Optimal Deployment,18.28,14.41
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Urban,Commercial Branches,5,476.05,389.87,81.9,81.9,Optimal Deployment,95.21,77.97
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Urban,Specialized Credit Cells,7,180.8,123.53,68.32,68.32,Moderate Deployment,25.83,17.65
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Metropolitan,Commercial Branches,14,1049.09,919.48,87.65,87.65,Strained (High Credit Deployment),74.93,65.68
FY2018-Q1,Western,Maharashtra,Aurangabad,Foreign Banks,Metropolitan,Specialized Credit Cells,7,723.88,604.87,83.56,83.56,Optimal Deployment,103.41,86.41
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Rural,Commercial Branches,1,34.39,28.31,82.32,82.32,Optimal Deployment,34.39,28.31
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Rural,Specialized Credit Cells,1,57.89,44.64,77.11,77.11,Optimal Deployment,57.89,44.64
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Semi-Urban,Commercial Branches,2,89.74,68.86,76.73,76.73,Optimal Deployment,44.87,34.43
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,150.45,107.99,71.78,71.78,Moderate Deployment,150.45,107.99
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Urban,Commercial Branches,2,217.54,233.92000000000002,86.62,107.53,Strained (High Credit Deployment),108.77,116.96
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Urban,Specialized Credit Cells,4,269.83,195.96,72.63,72.62,Moderate Deployment,67.46,48.99
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Metropolitan,Commercial Branches,9,539.54,445.54,82.58,82.58,Optimal Deployment,59.95,49.5
FY2018-Q1,Western,Maharashtra,Aurangabad,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6,439.28,420.5,95.72,95.72,Strained (High Credit Deployment),73.21,70.08
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Rural,Commercial Branches,4,420.62,335.08,79.66,79.66,Optimal Deployment,105.16,83.77
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Rural,Specialized Credit Cells,7,475.07,374.14,78.76,78.75,Optimal Deployment,67.87,53.45
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Semi-Urban,Commercial Branches,9,938.42,724.89,,77.25,Optimal Deployment,104.27,80.54
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Semi-Urban,Specialized Credit Cells,8,539.6,444.19,82.32,82.32,Optimal Deployment,67.45,55.52
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Urban,Commercial Branches,41,1664.95,1268.33,76.18,76.18,Optimal Deployment,40.61,30.93
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Urban,Specialized Credit Cells,22,1700.75,1245.4,73.23,73.23,Moderate Deployment,77.31,56.61
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Metropolitan,Commercial Branches,40,3614.9,3221.87,89.13,89.13,Strained (High Credit Deployment),90.37,80.55
FY2018-Q1,Western,Maharashtra,Solapur,Public Sector Banks,Metropolitan,Specialized Credit Cells,45,3173.18,2835.6,89.36,89.36,Strained (High Credit Deployment),70.52,63.01
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Rural,Commercial Branches,4,399.06,267.72,67.09,67.09,Moderate Deployment,99.76,66.93
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Rural,Specialized Credit Cells,6,307.9,253.69,82.39,82.39,Optimal Deployment,51.32,42.28
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Semi-Urban,Commercial Branches,13,1145.53,845.66,73.82,73.82,Moderate Deployment,88.12,65.05
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13,993.61,723.97,72.86,72.86,Moderate Deployment,76.43,55.69
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Urban,Commercial Branches,15,752.1,530.14,70.49,70.49,Moderate Deployment,50.14,35.34
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Urban,Specialized Credit Cells,17,1305.35,1010.41,77.41,77.41,Optimal Deployment,76.79,59.44
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Metropolitan,Commercial Branches,39,3550.45,3220.83,90.72,90.72,Strained (High Credit Deployment),91.04,82.59
FY2018-Q1,Western,Maharashtra,Solapur,Private Sector Banks,Metropolitan,Specialized Credit Cells,68,1729.97,1631.27,94.29,94.29,Strained (High Credit Deployment),25.44,23.99
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Rural,Commercial Branches,1,6.83,6.2,90.73,90.78,Strained (High Credit Deployment),6.83,6.2
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.63,72.67,72.6,Moderate Deployment,5.0,3.63
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Semi-Urban,Commercial Branches,1,20.0,14.52,72.58,72.6,Moderate Deployment,20.0,14.52
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,11.32,9.03,79.8,79.77,Optimal Deployment,11.32,9.03
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Urban,Commercial Branches,5,657.89,570.89,86.78,86.78,Strained (High Credit Deployment),131.58,114.18
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Urban,Specialized Credit Cells,5,480.25,374.63,78.01,78.01,Optimal Deployment,96.05,74.93
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Metropolitan,Commercial Branches,16,849.04,740.45,87.21,87.21,Strained (High Credit Deployment),53.06,46.28
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Metropolitan,Specialized Credit Cells,13,890.46,915.1,102.77,102.77,Strained (High Credit Deployment),68.5,70.39
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Rural,Commercial Branches,1,41.72,54.27,77.34,130.08,Strained (High Credit Deployment),41.72,54.27
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Rural,Specialized Credit Cells,1,90.43,65.85,72.81,72.82,Moderate Deployment,90.43,65.85
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Semi-Urban,Commercial Branches,2,134.0,116.69,87.08,87.08,Strained (High Credit Deployment),67.0,58.34
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,138.88,109.78,79.04,79.05,Optimal Deployment,69.44,54.89
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Urban,Commercial Branches,4,317.3,253.5,79.89,79.89,Optimal Deployment,79.32,63.38
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Urban,Specialized Credit Cells,4,208.23,160.09,76.88,76.88,Optimal Deployment,52.06,40.02
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Metropolitan,Commercial Branches,6,503.09,450.97,89.64,89.64,Strained (High Credit Deployment),83.85,75.16
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9,477.52,440.65,92.28,92.28,Strained (High Credit Deployment),53.06,48.96
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Rural,Commercial Branches,6,452.46,402.6,88.98,88.98,Strained (High Credit Deployment),75.41,67.1
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Rural,Specialized Credit Cells,7,404.93,346.07,85.46,85.46,Strained (High Credit Deployment),57.85,49.44
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Semi-Urban,Commercial Branches,23,985.48,760.0,77.12,77.12,Optimal Deployment,42.85,33.04
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15,1108.44,774.14,69.84,69.84,Moderate Deployment,73.9,51.61
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Urban,Commercial Branches,22,1354.89,1060.38,78.26,78.26,Optimal Deployment,61.59,48.2
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Urban,Specialized Credit Cells,33,2476.6,1872.45,75.61,75.61,Optimal Deployment,75.05,56.74
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Metropolitan,Commercial Branches,63,1811.14,1427.31,78.81,78.81,Optimal Deployment,28.75,22.66
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Metropolitan,Specialized Credit Cells,36,2272.07,2186.87,96.25,96.25,Strained (High Credit Deployment),63.11,60.75
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Rural,Commercial Branches,2,177.09,143.86,81.23,81.24,Optimal Deployment,88.54,71.93
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Rural,Specialized Credit Cells,8,362.42,273.28,75.4,75.4,Optimal Deployment,45.3,34.16
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Semi-Urban,Commercial Branches,9,337.81,242.71,71.85,71.85,Moderate Deployment,37.53,26.97
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Semi-Urban,Specialized Credit Cells,14,395.67,334.98,84.66,84.66,Optimal Deployment,28.26,23.93
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Urban,Commercial Branches,28,1464.77,1153.37,78.74,78.74,Optimal Deployment,52.31,41.19
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Urban,Specialized Credit Cells,26,1403.01,1125.97,80.25,80.25,Optimal Deployment,53.96,43.31
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Metropolitan,Commercial Branches,54,2115.6,2174.96,102.81,102.81,Strained (High Credit Deployment),39.18,40.28
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Metropolitan,Specialized Credit Cells,28,2810.68,2470.97,87.91,87.91,Strained (High Credit Deployment),100.38,88.25
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Rural,Commercial Branches,1,5.36,3.47,64.66,64.74,Moderate Deployment,5.36,3.47
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,4.03,80.56,80.6,Optimal Deployment,5.0,4.03
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Semi-Urban,Commercial Branches,1,9.5,7.19,75.71,75.68,Optimal Deployment,9.5,7.19
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,20.36,16.55,81.26,81.29,Optimal Deployment,20.36,16.55
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Urban,Commercial Branches,7,469.34,299.2,63.75,63.75,Moderate Deployment,67.05,42.74
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Urban,Specialized Credit Cells,3,298.97,222.17,74.31,74.31,Moderate Deployment,99.66,74.06
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Metropolitan,Commercial Branches,15,735.5,701.93,95.44,95.44,Strained (High Credit Deployment),49.03,46.8
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Metropolitan,Specialized Credit Cells,9,1303.01,1271.06,97.55,97.55,Strained (High Credit Deployment),144.78,141.23
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Rural,Commercial Branches,1,66.79,48.62,72.79,72.8,Moderate Deployment,66.79,48.62
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Rural,Specialized Credit Cells,1,83.2,59.79,71.86,71.86,Moderate Deployment,83.2,59.79
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Semi-Urban,Commercial Branches,1,87.07,63.65,73.1,73.1,Moderate Deployment,87.07,63.65
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,128.4,93.16,72.56,72.55,Moderate Deployment,64.2,46.58
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Urban,Commercial Branches,4,341.62,268.57,78.62,78.62,Optimal Deployment,85.4,67.14
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Urban,Specialized Credit Cells,2,201.88,133.22,65.99,65.99,Moderate Deployment,100.94,66.61
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Metropolitan,Commercial Branches,9,273.49,227.58,83.21,83.21,Optimal Deployment,30.39,25.29
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9,692.49,581.765,89.25,84.01,Optimal Deployment,76.94,64.64
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Rural,Commercial Branches,6,354.28,288.04,81.3,81.3,Optimal Deployment,59.05,48.01
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Rural,Specialized Credit Cells,4,552.18,378.16,,68.48,Moderate Deployment,138.04,94.54
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Semi-Urban,Commercial Branches,16,955.42,741.06,77.56,77.56,Optimal Deployment,59.71,46.32
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Semi-Urban,Specialized Credit Cells,8,818.25,679.45,83.04,83.04,Optimal Deployment,102.28,84.93
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Urban,Commercial Branches,24,2256.55,1479.43,65.56,65.56,Moderate Deployment,94.02,61.64
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Urban,Specialized Credit Cells,17,966.41,801.78,82.96,82.96,Optimal Deployment,56.85,47.16
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Metropolitan,Commercial Branches,67,3324.33,3153.53,94.86,94.86,Strained (High Credit Deployment),49.62,47.07
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Metropolitan,Specialized Credit Cells,40,3457.97,2915.14,84.3,84.3,Optimal Deployment,86.45,72.88
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Rural,Commercial Branches,4,150.57,110.57,73.43,73.43,Moderate Deployment,37.64,27.64
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Rural,Specialized Credit Cells,5,266.53,196.98,73.9,73.91,Moderate Deployment,53.31,39.4
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Semi-Urban,Commercial Branches,12,740.66,582.01,78.58,78.58,Optimal Deployment,61.72,48.5
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11,605.29,452.89,74.82,74.82,Moderate Deployment,55.03,41.17
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Urban,Commercial Branches,15,1627.35,1241.86,76.31,76.31,Optimal Deployment,108.49,82.79
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Urban,Specialized Credit Cells,5,1629.47,1230.51,75.52,75.52,Optimal Deployment,325.89,246.1
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Metropolitan,Commercial Branches,36,3491.71,3284.96,94.08,94.08,Strained (High Credit Deployment),96.99,91.25
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Metropolitan,Specialized Credit Cells,39,4504.36,4106.29,91.16,91.16,Strained (High Credit Deployment),115.5,105.29
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Rural,Commercial Branches,1,8.47,5.91,69.76,69.78,Moderate Deployment,8.47,5.91
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,4.37,87.48,87.4,Strained (High Credit Deployment),5.0,4.37
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Semi-Urban,Commercial Branches,1,17.58,13.88,78.97,78.95,Optimal Deployment,17.58,13.88
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,24.33,18.41,,75.67,Optimal Deployment,24.33,18.41
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Urban,Commercial Branches,1,595.66,495.13,83.12,83.12,Optimal Deployment,595.66,495.13
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Urban,Specialized Credit Cells,5,669.99,463.11,69.12,69.12,Moderate Deployment,134.0,92.62
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Metropolitan,Commercial Branches,8,881.53,828.4,93.97,93.97,Strained (High Credit Deployment),110.19,103.55
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Metropolitan,Specialized Credit Cells,15,829.68,811.3,97.78,97.78,Strained (High Credit Deployment),55.31,54.09
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Rural,Commercial Branches,1,59.56,47.77,80.21,80.2,Optimal Deployment,59.56,47.77
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Rural,Specialized Credit Cells,1,47.6,36.53,76.75,76.74,Optimal Deployment,47.6,36.53
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Semi-Urban,Commercial Branches,1,71.41,48.1,67.36,67.36,Moderate Deployment,71.41,48.1
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,75.1,47.37,63.08,63.08,Moderate Deployment,75.1,47.37
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Urban,Commercial Branches,2,335.6,275.39,82.06,82.06,Optimal Deployment,167.8,137.7
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Urban,Specialized Credit Cells,3,289.12,214.1,74.05,74.05,Moderate Deployment,96.37,71.37
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Metropolitan,Commercial Branches,7,249.9,205.24,82.13,82.13,Optimal Deployment,35.7,29.32
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,649.34,619.36,95.38,95.38,Strained (High Credit Deployment),92.76,88.48
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Rural,Commercial Branches,10,466.07,362.08,77.69,77.69,Optimal Deployment,46.61,36.21
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Rural,Specialized Credit Cells,5,171.85,129.59,75.41,75.41,Optimal Deployment,34.37,25.92
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Semi-Urban,Commercial Branches,11,872.49,735.96,84.35,84.35,Optimal Deployment,79.32,66.91
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Semi-Urban,Specialized Credit Cells,11,563.74,460.26,81.64,81.64,Optimal Deployment,51.25,41.84
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Urban,Commercial Branches,24,1940.43,1361.99,70.19,70.19,Moderate Deployment,80.85,56.75
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Urban,Specialized Credit Cells,1,1332.48,1038.25,77.92,77.92,Optimal Deployment,1332.48,1038.25
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Metropolitan,Commercial Branches,58,3353.79,3196.66,95.31,95.31,Strained (High Credit Deployment),57.82,55.11
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Metropolitan,Specialized Credit Cells,67,3510.24,3138.98,89.42,89.42,Strained (High Credit Deployment),52.39,46.85
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Rural,Commercial Branches,8,304.69,232.31,76.24,76.24,Optimal Deployment,38.09,29.04
