quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio
FY2018-Q1,Western,  maharashtra,Solapur,Foreign Banks,Urban,Specialized Credit Cells,5.0,480.25,374.63,78.01
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Metropolitan,Commercial Branches,16.0,849.04,740.45,87.21
FY2018-Q1,Western,Maharashtra,Solapur,Foreign Banks,Metropolitan,Specialized Credit Cells,13.0,890.46,915.1,102.77
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Rural,Commercial Branches,1.0,41.72,,77.34
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,90.43,65.85,72.81
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,134.00,116.69,87.08
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,138.88,109.78,79.04
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Urban,Commercial Branches,4.0,317.3,253.5,79.89
FY2018-Q1,Western,Maharashtra,SOLAPUR,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,208.23,160.09,76.88
FY2018-Q1,Western,Maharashtra,Solapur,Regional Rural Banks,Metropolitan,Commercial Branches,6.0,503.09,450.97,89.64
FY2018-Q1,Western,Maharashtra,SOLAPUR,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9.0,477.52,440.65,92.28
FY2018-Q1,Western,  maharashtra,Kolhapur,Public Sector Banks,Rural,Commercial Branches,6.0,452.46,402.6,88.98
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Rural,Specialized Credit Cells,7.0,404.93,346.07,85.46
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Semi-Urban,Commercial Branches,23.0,985.48,760.0,77.12
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1108.44,774.14,69.84
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Urban,Commercial Branches,22.0,1354.89,1060.38,78.26
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Urban,Specialized Credit Cells,33.0,2476.6,1872.45,75.61
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Metropolitan,Commercial Branches,63.0,1811.14,1427.31,78.81
FY2018-Q1,Western,Maharashtra,Kolhapur,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,2272.07,2186.87,96.25
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Rural,Commercial Branches,2.0,177.09,143.86,81.23
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Rural,Specialized Credit Cells,8.0,362.42,273.28,75.4
FY2018-Q1,Western,  maharashtra,Kolhapur,Private Sector Banks,Semi-Urban,Commercial Branches,9.0,337.81,242.71,71.85
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,395.67,334.98,84.66
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Urban,Commercial Branches,28.0,1464.77,1153.37,78.74
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Urban,Specialized Credit Cells,26.0,1403.01,1125.97,80.25
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Metropolitan,Commercial Branches,54.0,2115.6,2174.96,102.81
FY2018-Q1,Western,Maharashtra,Kolhapur,Private Sector Banks,Metropolitan,Specialized Credit Cells,28.0,2810.68,2470.97,87.91
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Rural,Commercial Branches,1.0,5.36,3.47,64.66
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.0,4.03,80.56
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Semi-Urban,Commercial Branches,1.0,9.5,7.19,75.71
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,20.36,16.55,81.26
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Urban,Commercial Branches,7.0,469.34,299.2,63.75
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Urban,Specialized Credit Cells,3.0,298.97,222.17,74.31
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Metropolitan,Commercial Branches,15.0,735.5,701.93,95.44
FY2018-Q1,Western,Maharashtra,Kolhapur,Foreign Banks,Metropolitan,Specialized Credit Cells,9.0,1303.01,1271.06,97.55
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Rural,Commercial Branches,1.0,66.79,48.62,72.79
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,83.2,59.79,71.86
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,87.07,63.65,73.1
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,128.4,93.16,72.56
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Urban,Commercial Branches,4.0,341.62,268.57,78.62
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,201.88,133.22,65.99
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Metropolitan,Commercial Branches,9.0,273.49,227.58,83.21
FY2018-Q1,Western,Maharashtra,Kolhapur,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9.0,692.49,,89.25
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Rural,Commercial Branches,6.0,354.28,288.04,81.3
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Rural,Specialized Credit Cells,4.0,552.18,,
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Semi-Urban,Commercial Branches,16.0,955.42,741.06,77.56
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Semi-Urban,Specialized Credit Cells,8.0,818.25,679.45,83.04
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Urban,Commercial Branches,24.0,2256.55,1479.43,65.56
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Urban,Specialized Credit Cells,17.0,966.41,801.78,82.96
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Metropolitan,Commercial Branches,67.0,3324.33,3153.53,94.86
FY2018-Q1,Western,Maharashtra,Amravati,Public Sector Banks,Metropolitan,Specialized Credit Cells,40.0,3457.97,2915.14,84.3
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Rural,Commercial Branches,4.0,150.57,110.57,73.43
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Rural,Specialized Credit Cells,5.0,266.53,196.98,73.9
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Semi-Urban,Commercial Branches,12.0,740.66,582.01,78.58
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11.0,605.29,452.89,74.82
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Urban,Commercial Branches,15.0,1627.35,1241.86,76.31
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Urban,Specialized Credit Cells,5.0,1629.47,1230.51,75.52
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Metropolitan,Commercial Branches,36.0,3491.71,3284.96,94.08
FY2018-Q1,Western,Maharashtra,Amravati,Private Sector Banks,Metropolitan,Specialized Credit Cells,39.0,4504.36,4106.29,91.16
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Rural,Commercial Branches,1.0,8.47,5.91,69.76
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.0,4.37,87.48
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Semi-Urban,Commercial Branches,,17.58,13.88,78.97
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,24.33,18.41,
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Urban,Commercial Branches,,595.66,495.13,83.12
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Urban,Specialized Credit Cells,5.0,669.99,463.11,69.12
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Metropolitan,Commercial Branches,8.0,881.53,828.4,93.97
FY2018-Q1,Western,Maharashtra,Amravati,Foreign Banks,Metropolitan,Specialized Credit Cells,15.0,829.68,811.3,97.78
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Rural,Commercial Branches,1.0,59.56,47.77,80.21
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,47.6,36.53,76.75
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,71.41,48.1,67.36
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,75.1,47.37,63.08
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Urban,Commercial Branches,2.0,335.6,275.39,82.06
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,289.12,214.1,74.05
FY2018-Q1,Western,  maharashtra,Amravati,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,249.9,205.24,82.13
FY2018-Q1,Western,Maharashtra,Amravati,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7.0,649.34,619.36,95.38
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Rural,Commercial Branches,10.0,466.07,362.08,77.69
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Rural,Specialized Credit Cells,5.0,171.85,129.59,75.41
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Semi-Urban,Commercial Branches,11.0,872.49,735.96,84.35
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Semi-Urban,Specialized Credit Cells,11.0,563.74,460.26,81.64
FY2018-Q1,Western,MAHARASHTRA ,Nanded,Public Sector Banks,Urban,Commercial Branches,24.0,1940.43,1361.99,70.19
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Urban,Specialized Credit Cells,,1332.48,1038.25,77.92
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Metropolitan,Commercial Branches,58.0,3353.79,3196.66,95.31
FY2018-Q1,Western,Maharashtra,Nanded,Public Sector Banks,Metropolitan,Specialized Credit Cells,67.0,3510.24,3138.98,89.42
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Rural,Commercial Branches,8.0,304.69,232.31,76.24
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Rural,Specialized Credit Cells,3.0,165.35,143.02,
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Semi-Urban,Commercial Branches,8.0,508.27,413.58,81.37
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,517.76,402.16,77.67
FY2018-Q1,Western,Maharashtra,NANDED,Private Sector Banks,Urban,Commercial Branches,22.0,818.36,637.17,77.86
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Urban,Specialized Credit Cells,15.0,1338.51,1005.46,75.12
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Metropolitan,Commercial Branches,46.0,2218.33,1858.54,83.78
FY2018-Q1,Western,Maharashtra,Nanded,Private Sector Banks,Metropolitan,Specialized Credit Cells,46.0,2005.63,2042.43,101.83
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Rural,Commercial Branches,1.0,7.39,6.34,85.77
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.09,3.56,69.91
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Semi-Urban,Commercial Branches,1.0,13.9,9.92,71.38
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,15.21,12.32,81.0
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Urban,Commercial Branches,7.0,612.86,421.29,68.74
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Urban,Specialized Credit Cells,7.0,340.73,257.81,75.67
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Metropolitan,Commercial Branches,9.0,948.78,792.4,83.52
FY2018-Q1,Western,Maharashtra,Nanded,Foreign Banks,Metropolitan,Specialized Credit Cells,8.0,688.17,684.15,99.42
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Rural,Commercial Branches,1.0,32.52,24.1,74.1
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,87.11,68.26,78.36
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,82.33,55.99,68.01
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,71.16,44.89,63.08
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Urban,Commercial Branches,3.0,219.57,177.92,81.03
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,238.82,186.11,77.93
FY2018-Q1,Western,Maharashtra,NANDED,Regional Rural Banks,Metropolitan,Commercial Branches,9.0,424.81,371.56,87.47
FY2018-Q1,Western,Maharashtra,Nanded,Regional Rural Banks,Metropolitan,Specialized Credit Cells,4.0,454.06,417.49,91.95
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Rural,Commercial Branches,6.0,372.0,300.97,80.91
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Rural,Specialized Credit Cells,6.0,376.24,256.33,
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,664.09,497.26,74.88
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Semi-Urban,Specialized Credit Cells,23.0,806.39,636.4,78.92
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Urban,Commercial Branches,22.0,1154.03,867.09,75.14
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Urban,Specialized Credit Cells,28.0,2458.24,2048.02,83.31
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Metropolitan,Commercial Branches,36.0,3144.48,3174.18,100.94
FY2018-Q1,Northern,Delhi,New Delhi,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,2712.53,2446.3,90.19
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Rural,Commercial Branches,5.0,315.42,239.78,76.02
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Rural,Specialized Credit Cells,6.0,391.16,262.43,67.09
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Semi-Urban,Commercial Branches,10.0,371.32,277.2,74.65
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Semi-Urban,Specialized Credit Cells,9.0,774.36,623.79,80.55
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Urban,Commercial Branches,26.0,,650.77,60.45
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Urban,Specialized Credit Cells,26.0,695.31,536.09,77.1
FY2018-Q1,Northern,  delhi,New Delhi,Private Sector Banks,Metropolitan,Commercial Branches,75.0,2803.32,2415.38,86.16
FY2018-Q1,Northern,Delhi,New Delhi,Private Sector Banks,Metropolitan,Specialized Credit Cells,39.0,2676.41,2312.43,86.4
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Rural,Commercial Branches,1.0,5.9,5.09,86.27
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Rural,Specialized Credit Cells,1.0,9.19,6.87,74.74
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Semi-Urban,Commercial Branches,1.0,11.09,9.64,86.96
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,17.02,13.24,77.8
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Urban,Commercial Branches,7.0,444.51,317.73,71.48
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Urban,Specialized Credit Cells,4.0,723.48,555.77,76.82
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Metropolitan,Commercial Branches,3.0,794.79,740.01,93.11
FY2018-Q1,Northern,Delhi,New Delhi,Foreign Banks,Metropolitan,Specialized Credit Cells,7.0,512.03,441.22,86.17
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Rural,Commercial Branches,1.0,33.25,26.34,79.22
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,68.97,55.39,80.31
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,145.06,103.66,71.46
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,98.64,73.48,74.5
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Urban,Commercial Branches,3.0,252.09,224.33,88.99
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,224.01,173.86,77.61
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,527.51,519.25,98.44
FY2018-Q1,Northern,Delhi,New Delhi,Regional Rural Banks,Metropolitan,Specialized Credit Cells,4.0,299.55,240.24,80.2
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Rural,Commercial Branches,5.0,348.45,259.03,
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Rural,Specialized Credit Cells,8.0,478.26,346.75,72.5
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Semi-Urban,Commercial Branches,19.0,759.35,650.34,85.64
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Semi-Urban,Specialized Credit Cells,16.0,872.79,595.41,68.22
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Urban,Commercial Branches,8.0,1861.04,1341.66,72.09
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Urban,Specialized Credit Cells,35.0,2303.81,1753.84,76.13
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Metropolitan,Commercial Branches,67.0,3635.01,3911.64,107.61
FY2018-Q1,Northern,Delhi,North Delhi,Public Sector Banks,Metropolitan,Specialized Credit Cells,45.0,4188.61,3949.31,94.29
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Rural,Commercial Branches,5.0,286.71,196.84,68.65
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Rural,Specialized Credit Cells,2.0,244.27,194.27,79.53
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Semi-Urban,Commercial Branches,11.0,407.43,320.52,78.67
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8.0,631.7,480.65,76.09
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Urban,Commercial Branches,26.0,988.46,789.68,79.89
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Urban,Specialized Credit Cells,35.0,945.12,693.48,73.38
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Metropolitan,Commercial Branches,36.0,4192.1,3756.21,89.6
FY2018-Q1,Northern,Delhi,North Delhi,Private Sector Banks,Metropolitan,Specialized Credit Cells,61.0,1474.53,1200.79,81.44
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Rural,Commercial Branches,1.0,5.0,4.18,83.58
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.15,4.7,91.35
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Semi-Urban,Commercial Branches,1.0,20.54,18.08,88.04
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,18.26,14.53,79.56
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Urban,Commercial Branches,7.0,416.04,,73.28
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Urban,Specialized Credit Cells,8.0,452.45,383.97,84.87
FY2018-Q1,Northern,Delhi,North Delhi,Foreign Banks,Metropolitan,Commercial Branches,13.0,693.56,560.4,80.8
FY2018-Q1,Northern,  delhi,North Delhi,Foreign Banks,Metropolitan,Specialized Credit Cells,7.0,1335.87,1279.56,95.78
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Rural,Commercial Branches,1.0,69.54,55.28,79.49
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,44.04,36.35,82.53
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,92.79,64.29,69.28
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,114.96,75.17,65.39
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Urban,Commercial Branches,2.0,187.19,124.35,66.43
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,218.06,188.91,86.63
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Metropolitan,Commercial Branches,6.0,363.28,344.44,94.81
FY2018-Q1,Northern,Delhi,North Delhi,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7.0,560.32,556.74,99.36
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Rural,Commercial Branches,10.0,362.98,271.43,74.78
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Rural,Specialized Credit Cells,,347.82,272.01,78.2
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Semi-Urban,Commercial Branches,9.0,1219.07,906.66,74.37
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Semi-Urban,Specialized Credit Cells,5.0,185.0,150.41,
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Urban,Commercial Branches,22.0,1685.37,1333.05,79.1
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Urban,Specialized Credit Cells,41.0,824.98,600.8,72.83
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Metropolitan,Commercial Branches,40.0,3692.04,3096.16,83.86
FY2018-Q1,Northern,Delhi,South Delhi,Public Sector Banks,Metropolitan,Specialized Credit Cells,58.0,2581.64,2249.6,87.14
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Rural,Commercial Branches,6.0,202.48,154.63,76.37
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Rural,Specialized Credit Cells,6.0,316.94,233.89,73.8
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Semi-Urban,Commercial Branches,10.0,433.56,253.51,58.47
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,160.95,112.57,69.94
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Urban,Commercial Branches,24.0,1328.78,951.83,71.63
FY2018-Q1,Northern,DELHI ,South Delhi,Private Sector Banks,Urban,Specialized Credit Cells,26.0,1047.14,745.61,
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Metropolitan,Commercial Branches,28.0,2805.99,2855.04,101.75
FY2018-Q1,Northern,Delhi,South Delhi,Private Sector Banks,Metropolitan,Specialized Credit Cells,32.0,2447.88,2022.46,82.62
FY2018-Q1,Northern,Delhi,South Delhi,Foreign Banks,Rural,Commercial Branches,1.0,5.89,5.6,95.16
FY2018-Q1,Northern,DELHI ,South Delhi,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.4,4.48,82.89
FY2018-Q1,Northern,Delhi,South Delhi,Foreign Banks,Semi-Urban,Commercial Branches,1.0,17.79,12.81,71.99
